case_name,state_label,method,shots,stored_exact,noisy_exact,stored_deviation,noisy_deviation,num_groups,variance_source,variance_single_shot,variance_T_shots,std_T_shots
H_swap_3_W,W,SG,12,0.097302085492,0.0973020854920949,0.446687199681,0.4466871996810395,20,empirical_schedule,7.625993844961631,0.6354994870801359,0.7971822169868918
H_swap_3_W,W,SG,45,0.097302085492,0.0973020854920949,0.939067334848,0.9390673348480884,20,empirical_schedule,37.372496962351484,0.8304999324966996,0.9113176902138461
H_swap_3_W,W,SG,160,0.097302085492,0.0973020854920949,0.551918143474,0.5519181434740297,20,empirical_schedule,35.99861992728473,0.22499137454552956,0.4743325569107918
H_swap_3_W,W,SG,572,0.097302085492,0.0973020854920949,0.263761679189,0.2637616791889117,20,empirical_schedule,35.64718786609363,0.062320258507156695,0.24964025818596786
H_swap_3_W,W,SG,1000,0.097302085492,0.0973020854920949,0.189393919032,0.1893939190317242,20,empirical_schedule,35.84522273975377,0.035845222739753775,0.18932834637146592
H_swap_3_W,W,SG,2038,0.097302085492,0.0973020854920949,0.182779120918,0.18277912091764353,20,empirical_schedule,35.85679866374459,0.01759411121871668,0.13264279557788533
H_swap_3_W,W,SG,7259,0.097302085492,0.0973020854920949,0.163846007697,0.16384600769648572,20,empirical_schedule,35.84247102987104,0.004937659599100571,0.07026848225983376
H_swap_3_W,W,Derand,12,0.097302085492,0.0973020854920949,0.574267149667,0.5742671496667052,20,empirical_schedule,3.545102731003953,0.29542522758366274,0.5435303373167525
H_swap_3_W,W,Derand,45,0.097302085492,0.0973020854920949,0.565796509608,0.5657965096078394,20,empirical_schedule,19.93588011212528,0.4430195580472284,0.665597143959639
H_swap_3_W,W,Derand,160,0.097302085492,0.0973020854920949,0.444478567136,0.4444785671364744,20,empirical_schedule,35.31868572373247,0.22074178577332795,0.4698316568445851
H_swap_3_W,W,Derand,572,0.097302085492,0.0973020854920949,0.287072756821,0.28707275682127703,20,empirical_schedule,34.95178029499903,0.06110451100524306,0.2471932665046584
H_swap_3_W,W,Derand,1000,0.097302085492,0.0973020854920949,0.147198403814,0.14719840381393712,20,empirical_schedule,35.30049662472418,0.03530049662472418,0.18788426390925927
H_swap_3_W,W,Derand,2038,0.097302085492,0.0973020854920949,0.163055836122,0.16305583612222457,20,empirical_schedule,35.68846566529471,0.017511514065404667,0.13233107747390507
H_swap_3_W,W,Derand,7259,0.097302085492,0.0973020854920949,0.139494343863,0.13949434386324971,20,empirical_schedule,36.11687310594325,0.00497546123514854,0.07053694943182998
H_swap_3_W,W,OGM,12,0.097302085492,0.0973020854920949,0.66885005026,0.6688500502599538,20,empirical_schedule,7.300612704099923,0.608384392008327,0.7799899948129636
H_swap_3_W,W,OGM,45,0.097302085492,0.0973020854920949,0.65943824676,0.6594382467596966,20,empirical_schedule,28.649384032953037,0.6366529785100675,0.7979053693954362
H_swap_3_W,W,OGM,160,0.097302085492,0.0973020854920949,0.418954444378,0.41895444437761037,20,empirical_schedule,33.33149653814915,0.2083218533634322,0.4564228887374429
H_swap_3_W,W,OGM,572,0.097302085492,0.0973020854920949,0.321475059992,0.321475059992507,20,empirical_schedule,32.82047721578272,0.057378456670948805,0.23953800673577627
H_swap_3_W,W,OGM,1000,0.097302085492,0.0973020854920949,0.209052972524,0.20905297252382493,20,empirical_schedule,32.837820887989096,0.032837820887989096,0.18121208813980677
H_swap_3_W,W,OGM,2038,0.097302085492,0.0973020854920949,0.174792522544,0.1747925225438389,20,empirical_schedule,32.819119451698285,0.01610359148758503,0.1268999270590217
H_swap_3_W,W,OGM,7259,0.097302085492,0.0973020854920949,0.169439513343,0.16943951334298554,20,empirical_schedule,32.81907581752537,0.004521156608007353,0.0672395464589653
